item_id,title,brand,rating,n_rating,price,shipping,img_url,max_rslt,dp,hdmi,dirx,model
9SIASGMJRE7060,GIGABYTE Gaming OC GeForce RTX 3080 10GB GDDR6X PCI Express 4.0 ATX Video Card GV-N3080GAMING OC-10GD (rev. 2.0) (LHR),GIGABYTE,4.5,80,984.99,Special Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-459-02.jpg,7680 x 4320,3 x DisplayPort 1.4a,2 x HDMI 2.1,,GV-N3080GAMING
14-500-541,"ZOTAC GAMING GeForce RTX 4080 16GB AMP Extreme AIRO DLSS 3 16GB GDDR6X 256-bit 22.4 Gbps PCIE 4.0 Gaming Graphics Card, IceStorm 2.0 Advanced Cooling, SPECTRA 2.0 RGB Lighting, ZT-D40810B-10P",ZOTAC,3.7,3,1399.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-500-541-V01.jpg,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,DirectX 12,ZT-D40810B-10P
9SIAZUEHCM8909,Yeston RTX 3060 12GB GDDR6 LHR Graphics cards Nvidia pci express x16 4.0 video cards Desktop computer PC video gaming graphics card,yeston,,,419.0,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/AZUES220410u8dBJ.jpg,,,,,RTX3060-12G
14-930-052,"ASRock Radeon RX 6900 XT PHANTOM GAMING D Graphics Card 16GB GDDR6, AMD RDNA2 (RX6900XT PGD 16GO)",ASRock,4.5,127,1199.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-930-052-01.jpg,7680 x 4320,,1 x HDMI 2.1,,RX6900XT
14-932-521,GIGABYTE Eagle Radeon RX 6650 XT 8GB GDDR6 PCI Express 4.0 ATX Video Card GV-R665XTEAGLE-8GD,GIGABYTE,4.2,39,399.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-521-V01.jpg,7680 x 4320,2 x DisplayPort 1.4a,2 x HDMI 2.1,,GV-R665XTEAGLE-8GD
9SIACVBJB76278,MSI Gaming GeForce RTX 3060 Ti 8GB GDDR6 PCI Express 4.0 Video Card RTX 3060 Ti Gaming X 8G LHR,MSI,4.9,101,519.0,Special Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-137-672-V02.jpg,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,,RTX3060TGamingX8GLHR
9SIAYTVFU57378,MSI Gaming GeForce RTX 3070 Ti 8GB GDDR6X PCI Express 4.0 Video Card RTX 3070 Ti Gaming X Trio 8G,MSI,4.6,138,723.0,$49.99 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-137-661-V01.jpg,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,,RTX3070TGamingXTrio8
9SIAVXDJP27665,MLLSE Graphics Card RTX 3060Ti 8GB X-GAME GDDR6 256bit NVIDIA GPU DP*3 PCI Express 4.0 x16 rtx3060ti 8gb Video card black,XFX,,,349.0,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/AVXDS2211020219VR68.jpg,,,,,3060ti-8gblack
9SIB8PJJGD6021,XFX SPEEDSTER SWFT105 Radeon RX 6400 4GB GDDR6 PCI Express 4.0 Low Profile Video Card RX-64XL4SFG2,GIGABYTE,4.6,13,149.0,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-150-868-V01.jpg,7680 x 4320,1 x DisplayPort 1.4H,1 x HDMI 2.1,,RX-64XL4SFG2
9SIAYTVFU57364,GIGABYTE AORUS GeForce RTX 3070 MASTER 8GB GDDR6 PCI Express 4.0 ATX Video Card GV-N3070AORUS M-8GD (rev. 2.0) (LHR),MSI,4.7,91,685.49,$49.99 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-466-03.jpg,7680 x 4320,3 x DisplayPort 1.4a,2 x HDMI 2.1,,GV-N3070AORUS
14-137-641,MSI Mech Radeon RX 6700 XT 12GB GDDR6 PCI Express 4.0 Video Card RX 6700 XT MECH 2X 12G,yeston,4.4,61,509.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-137-641-V13.jpg,7680 x 4320,3 x DisplayPort 1.4H,1 x HDMI 2.1,,RX
9SIAZUEGPR6564,Yeston Radeon RX 6700 XT 12GB D6 GDDR6 192bit 7nm video cards Desktop computer PC Video Graphics Cards support PCI-Express 4.0 3*DP+1*HDMI-compatible   RGB light effect Fragrant graphics card,MSI,5,1,489.0,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/AZUES211216FkOEB.jpg,,,,,Yeston
14-137-736,MSI Gaming Radeon RX 6650 XT 8GB GDDR6 PCI Express 4.0 Video Card RX 6650 XT GAMING X 8G,ASUS,4.8,8,359.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-137-736-V11.jpg,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,,RX
14-126-532,"ASUS Phoenix NVIDIA GeForce RTX 3060 V2 Gaming Graphics Card (PCIe 4.0, 12GB GDDR6, HDMI 2.1, DisplayPort 1.4a, Axial-tech Fan Design, Protective Backplate, Dual Ball Fan Bearings, Auto-Extreme)",NVIDIA,4.5,34,389.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-126-532-V17.jpg,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,,PH-RTX3060-12G-V2
9SIB1PGJK54545,NVIDIA GeForce RTX 3080 Ti Founders Edition 12GB GDDR6X,PowerColor,,,1599.0,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/ARUXS211015278F9.jpg,,,,,900-1G133-2518-000
14-131-803,PowerColor Fighter Radeon RX 6650 XT 8GB GDDR6 PCI Express 4.0 ATX Video Card AXRX 6650XT 8GBD6-3DH,MSI,,,319.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-131-803-V06.jpg,,3 x DisplayPort 1.4H,1 x HDMI 2.1,,AXRX
9SIAYTVFC90095,MSI Gaming GeForce RTX 3060 12GB GDDR6 PCI Express 4.0 Video Card RTX 3060 Gaming X 12G,ASUS,4.9,155,424.98,$49.99 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-137-630-V05.jpg,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,,RTX
14-126-591,ASUS TUF Gaming GeForce RTX 3060 12GB GDDR6 PCI Express 4.0 Video Card TUF-RTX3060-O12G-DEMONSLAYER,GIGABYTE,5,1,489.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-126-591-01.jpg,7680 x 4320,3 x DisplayPort 1.4a,2 x HDMI 2.1,,TUF-RTX3060-O12G-DEMONSLAYER
9SIASGMHXW4788,GIGABYTE Eagle GeForce RTX 3050 8GB GDDR6 PCI Express 4.0 ATX Video Card GV-N3050EAGLE-8GD,XFX,4.7,3,339.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-497-V01.jpg,7680 x 4320,2 x DisplayPort 1.4a,2 x HDMI 2.1,,GV-N3050EAGLE-8GD
9SIAD2CJ8U9429,XFX SPEEDSTER MERC308 Radeon RX 6650 XT 8GB GDDR6 PCI Express 4.0 Video Card RX-665X8TBDY,Sapphire Tech,5,1,319.99,$4.49 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-150-871-V01.jpg,7680 x 4320,3 x DisplayPort 1.4H,1 x HDMI 2.1,,RX-665X8TBDY
14-202-423,SAPPHIRE PULSE Radeon RX 6650 XT 8GB GDDR6 PCI Express 4.0 ATX Video Card 11319-03-20G,EVGA,4.6,5,319.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-202-423-05.jpg,7680 x 4320,3 x DisplayPort 1.4H,,,11319-03-20G
9SIAGGGJ276714,"EVGA GeForce RTX 3080 FTW3 ULTRA GAMING Video Card, 10G-P5-3897-KL, 10GB GDDR6X, iCX3 Technology, ARGB LED, Metal Backplate, LHR",ASRock,4.8,170,1419.99,$31.00 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-487-541-V01.jpg,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,,10G-P5-3897-KL
14-930-078,ASRock Challenger Arc A750 8GB GDDR6 PCI Express 4.0 x16 Video Card A750 CLD 8GO,GIGABYTE,4.7,3,289.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-930-078-04.jpg,7680 x 4320,,1 x HDMI 2.1,,A750
14-932-455,GIGABYTE Eagle OC GeForce RTX 3060 Ti 8GB GDDR6 PCI Express 4.0 ATX Video Card GV-N306TEAGLE OC-8GD (rev. 2.0) (LHR),XFX,4.8,27,449.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-455-01.jpg,7680 x 4320,2 x DisplayPort 1.4a,2 x HDMI 2.1,,GV-N306TEAGLE
9SIAD2CHH37623,XFX SPEEDSTER SWFT 210 Radeon RX 6600 8GB GDDR6 PCI Express 4.0 Video Card RX-66XL8LFDQ,GIGABYTE,4.5,77,249.99,$4.49 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-150-864-01.jpg,7680 x 4320,3 x DisplayPort 1.4H,1 x HDMI 2.1,,RX-66XL8LFDQ
9SIB1PGJPG9906,GIGABYTE Gaming GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 ATX Video Card GV-N308TGAMING OC-12GD,ASUS,4.1,183,1530.0,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-436-02.jpg,7680 x 4320,3 x DisplayPort 1.4a,2 x HDMI 2.1,,GV-N308TGAMING
14-126-602,ASUS Dual OC GeForce RTX 3060 8GB GDDR6 PCI Express 4.0 Video Card DUAL-RTX3060-O8G,XFX,,,359.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-126-602-02.png,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,,DUAL-RTX3060-O8G
9SIBE02J9V4295,XFX SPEEDSTER QICK319 Radeon RX 6750 XT 12GB GDDR6 PCI Express 4.0 ATX Video Card RX-675XYLUDP,GIGABYTE,,,699.97,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-150-873-S01.jpg,,3 x DisplayPort 1.4H,1 x HDMI 2.1,,RX-675XYLUDP
14-932-518,GIGABYTE AORUS Radeon RX 6750 XT 12GB GDDR6 PCI Express 4.0 ATX Video Card GV-R675XTAORUS E-12GD,Mannajue,4.7,13,529.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-518-06.jpg,7680 x 4320,2 x DisplayPort 1.4a,2 x HDMI 2.1,,GV-R675XTAORUS
9SIB601JAD8374,GeForce RTX 2060 6G Graphics Card GDDR6 PCI Express 3.0 Video Card Dual-fan Edition HDMI DP Gpu,EVGA,,,219.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/B601S2210310SHP7T2B.jpg,,,,,2060
9SIAEUYJA27005,"EVGA GeForce RTX 3070 Ti FTW3 ULTRA GAMING Video Card, 08G-P5-3797-KL, 8GB GDDR6X, iCX3 Technology, ARGB LED, Metal Backplate",ASUS,4.8,172,1085.0,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-487-550-V30.jpg,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,,08G-P5-3797-KL
9SIB6NDHWX8908,"ASUS TUF Gaming NVIDIA GeForce RTX 3080 V2 OC Edition Graphics Card (PCIe 4.0, 10GB GDDR6X, LHR, HDMI 2.1, DisplayPort 1.4a, Dual Ball Fan Bearings, Military-grade Certification, GPU Tweak II)",XFX,4.8,102,1069.0,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-126-525-V01.jpg,7680 x 4320,3 x DisplayPort 1.4a,2 x HDMI 2.1,,TUF-RTX3080-O10G-V2-
9SIB8PJJGD6020,XFX Speedster QICK 210 Radeon RX 6500 XT 4GB GDDR6 PCI Express 4.0 Video Card RX-65XT4DBDQ,ZOTAC,4.7,6,179.0,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-150-866-V07.jpg,,1 x DisplayPort 1.4H,1 x HDMI 2.1,,RX-65XT4DBDQ
9SIA6V6J5G9353,"ZOTAC GAMING GeForce RTX 3090 Trinity OC 24GB GDDR6X 384-bit 19.5 Gbps PCIE 4.0 Gaming Graphics Card, IceStorm 2.0 Advanced Cooling, SPECTRA 2.0 RGB Lighting, ZT-A30900J-10P",,4.5,6,1349.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-500-510-V01.jpg,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,,ZT-A30900J-10P
9SIB1PGJPH0209,"EVGA GeForce RTX 3080 FTW3 ULTRA GAMING Video Card, 10G-P5-3897-KR, 10GB GDDR6X, iCX3 Technology, ARGB LED, Metal Backplate",EVGA,4.8,208,1290.0,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-487-518-01.jpg,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,,10G-P5-3897-KR
14-932-514,GIGABYTE Eagle Radeon RX 6400 4GB GDDR6 PCI Express 4.0 Video Card GV-R64EAGLE-4GD,GIGABYTE,3.7,3,154.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-514-01.jpg,7680 x 4320,1 x DisplayPort 1.4H,1 x HDMI 2.1,,GV-R64EAGLE-4GD
9SIB6NDGTS7383,"ASUS ROG STRIX Radeon RX 6700 XT OC Edition Gaming Graphics Card (AMD RDNA 2, PCIe 4.0, 12GB GDDR6, HDMI 2.1, DisplayPort 1.4a, Axial-tech Fan Design, 2.9-slot, Super Alloy Power II, GPU Tweak II)",ASUS,4.7,40,529.75,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-126-498-14.jpg,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,,STRIXRX6700XT-O12G-G
14-137-756,MSI Ventus GeForce GTX 1630 4GB GDDR6 PCI Express 3.0 Video Card GTX 1630 VENTUS XS 4G OC,MSI,5,2,139.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-137-756-11.jpg,7680 x 4320,1 x DisplayPort 1.4a,1 x HDMI 2.0,,GTX
9SIBGVAJCC8415,BIOSTAR NEW GeForce RTX 3070 8GB GDDR6 PCI Express 4.0 Graphics Card NVIDIA RTX 3070 8GB Gaming Video Card 8Pin GPU Gamer,Biostar,,,499.0,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/BGVAS221202090Q62B6.jpg,,,,,4712960686632
9SIAZUEETK3030,Yeston GeForce GTX 1050 Ti 4GB GDDR5 Graphics cards Nvidia pci express x16 3.0 video cards Desktop computer PC video gaming graphics card,yeston,,,229.0,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/AZUES211220CICSL.jpg,,,,,GTX1050TI-4G
9SIAGGGHSJ0466,GIGABYTE VISION OC GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 ATX Video Card GV-N308TVISION OC-12GD,GIGABYTE,4.4,62,1699.99,$31.00 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-437-V06.jpg,7680 x 4320,3 x DisplayPort 1.4a,2 x HDMI 2.1,,GV-N308TVISION
9SIA2F8HJW9683,MSI Ventus GeForce RTX 3050 8GB GDDR6 PCI Express 4.0 Video Card RTX 3050 Ventus 2X 8G OC,MSI,4.8,103,335.7,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-137-708-V01.jpg,7680 x 4320,3 x DisplayPort 1.4H,1 x HDMI 2.1,,RTX
14-126-567,"ASUS Dual AMD Radeon RX 6650 XT OC Edition 8GB GDDR6 Gaming Graphics Card (AMD RNDA 2, PCIe 4.0, 8GB GDDR6 Memory, HDMI 2.1, DisplayPort 1.4a, Axial-tech Fan Design, 0dB Technology)",ASUS,4.3,3,409.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-126-567-V01.jpg,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,,DUAL-RX6650XT-O8G
9SIAZUEJB57733,Yeston GeForce GTX 1650  4GB GDDR6 LP Single Slot Graphics cards Nvidia pci express x16 3.0 video cards DirectX 12 Desktop computer PC video gaming graphics card 4GB With Fan GTX 1650 4G,yeston,,,209.0,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/AZUES2211090K5GDQB6.jpg,,,,,GTX1650-4G
9SIBGW6J9Y0559,AX Gaming New RTX 3070 Ti X3W 8GB Graphics Card 19Gbps 8+8PIN 8NM 256bit GDDR6 NVIDIA GPU Video Card Gamer,AX Gaming,,,673.0,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/BGW6S2210290LI6CTBC.jpg,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,,835168002166
9SIAZUEJC49634,Yeston Radeon RX 6750 XT 12GB D6 GDDR6 192bit 7nm video cards Desktop computer PC Video Graphics Cards support PCI-Express 4.0 3*DP+1*HDMI-compatible   RGB light effect Fragrant graphics card,yeston,,,599.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/AZUES2211210DOEQY35.jpg,,,,,RX6750XT-12G
14-487-479,"EVGA GeForce GTX 1660 SUPER SC ULTRA GAMING, 06G-P4-1068-KR, 6GB GDDR6, Dual Fan, Metal Backplate",EVGA,4.6,107,279.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-487-479-V07.jpg,7680 x 4320,1 x DisplayPort 1.4D,1 x HDMI 2.0,,06G-P4-1068-KR
9SIAYTVFU57345,GIGABYTE AORUS GeForce RTX 3060 ELITE 12GB GDDR6 PCI Express 4.0 ATX Video Card GV-N3060AORUS E-12GD (rev. 2.0) (LHR),GIGABYTE,4.8,94,424.0,$49.99 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-431-V12.jpg,7680 x 4320,2 x DisplayPort 1.4a,2 x HDMI 2.1,,GV-N3060AORUS
9SIASGMD688896,MSI Gaming GeForce GTX 1050 Ti 4GB GDDR5 PCI Express 3.0 x16 ATX Video Card GTX 1050 Ti GAMING X 4G,MSI,4.6,312,198.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-137-054-07.jpg,7680 x 4320,1 x DisplayPort 1.4D,,,GTX1050Ti
9SIAZUEFT99073,Yeston GeForce GTX 1660  Super-6G  GDDR6  6GB 192Bit Graphics cards Nvidia pci express x16 3.0 video cards Desktop computer PC video gaming graphics card,yeston,,,249.0,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/AZUES210908pQyVH.jpg,,,,,Yeston
14-126-588,ASUS TUF Gaming OC Edition GeForce RTX 3050 8GB GDDR6 PCI Express 4.0 Video Card TUF-RTX3050-O8G-GAMING,ASUS,,,349.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-126-588-V12.jpg,7680 x 4320,3 x DisplayPort 1.4a,2 x HDMI 2.1,,TUF-RTX3050-O8G-GAMING
9SIASGMFFK2374,GIGABYTE GeForce GT 710 2GB DDR3 PCI Express 2.0 x8 Low Profile Video Card GV-N710D3-2GL 1.0,GIGABYTE,4.2,9,43.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-125-844-01.jpg,,,,,GV-N710D3-2GL
14-137-757,MSI AERO GeForce GTX 1630 4GB GDDR6 PCI Express 3.0 ITX Video Card GTX 1630 AERO ITX 4G OC,MSI,5,1,139.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-137-757-06.jpg,7680 x 4320,1 x DisplayPort 1.4a,1 x HDMI 2.0,,GTX
9SIA6V6JAV0980,ZOTAC GAMING GeForce RTX 3080 Ti Trinity OC 12GB GDDR6X PCI Express 4.0 ATX Video Card ZT-A30810J-10P,ZOTAC,4.5,10,1299.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-500-521-V01.jpg,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,,ZT-A30810J-10P
9SIAD2CJ8U9658,XFX SPEEDSTER MERC319 Radeon RX 6750 XT 12GB GDDR6 PCI Express 4.0 Video Card RX-675XYTBDP,XFX,4.8,9,449.99,$4.86 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-150-869-V01.jpg,,3 x DisplayPort 1.4H,1 x HDMI 2.1,,RX-675XYTBDP
9SIAGGGHT29675,"ASUS Dual Radeon RX 6700 XT OC Edition 12GB GDDR6 Gaming Graphics Card (AMD RDNA 2, PCIe 4.0, 12GB GDDR6, HDMI 2.1, DisplayPort 1.4a, Axial-tech Fan Design, 0dB Technology) DUAL-RX6700XT-O12G",ASUS,4.6,18,539.62,$31.00 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-126-543-S01.jpg,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,,DUAL-RX6700XT-O12G
14-202-412,SAPPHIRE PULSE Radeon RX 6500 XT 4GB GDDR6 PCI Express 4.0 ATX Video Card 11314-01-20G,Sapphire Tech,4.8,24,199.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-202-412-V01.jpg,7680 x 4320,,,,11314-01-20G
14-137-527,MSI GeForce GTX 1650 4GB GDDR6 PCI Express 3.0 x16 Video Card GTX 1650 D6 GAMING X,MSI,5,25,209.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-137-527-V06.jpg,7680 x 4320,2 x DisplayPort 1.4a,1 x HDMI 2.0,,GTX
9SIAD2CJFB5354,"XFX SPEEDSTER QICK319 RADEON RX 6750XT CORE Gaming Graphics Card with 12GB GDDR6 HDMI 3xDP, AMD RDNA 2 - RX-675XYJFDP",XFX,4.5,4,439.99,$8.60 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/AD2CS2206231256KKA8.jpg,72 x 5,3 x DisplayPort 1.4H,1 x HDMI 2.1,,RX-675XYJFDP
14-930-068,ASRock Challenger Radeon RX 6400 4GB GDDR6 PCI Express 4.0 ITX Video Card RX6400 CLI 4G,ASRock,4.7,3,149.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-930-068-S01.jpg,7680 x 4320,1 x DisplayPort 1.4H,1 x HDMI 2.1,,RX6400
14-932-492,GIGABYTE Eagle Radeon RX 6500 XT 4GB GDDR6 PCI Express 4.0 ATX Video Card GV-R65XTEAGLE-4GD,GIGABYTE,4.4,17,179.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-492-01.jpg,7680 x 4320,1 x DisplayPort 1.4a,1 x HDMI 2.1,,GV-R65XTEAGLE-4GD
9SIBGVAJEA9406,GALAX New GeForce RTX 3060 Ti Metal Master 8GB OC FG GDDR6 Gaming GPU RTX 3060Ti Video Card,Mannajue,,,429.0,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/BGVAS2212080GMMOCEB.jpg,,,,,4895147150642
9SIB601J783645,GeForce GTX 1660 SUPER 6GB GDDR6 PCI Express 3.0 x16 Video Card GTX 1660 SUPER,ASRock,,,189.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/B601S2210120HQ3ZC43.jpg,,,,,GTX
9SIAPBUH060882,ASRock Challenger Pro Radeon RX 6600 XT 8GB GDDR6 PCI Express 4.0 Video Card RX6600XT CLP 8GO,AX Gaming,4.6,39,469.95,$49.99 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-930-062-V01.jpg,7680 x 4320,,1 x HDMI 2.1,,RX6600XT
9SIBGW6J9Y0510,AX Gaming New RTX 3070 X3W 8GB Graphics Card 14Gbps 8PIN 8NM 256bit GDDR6 NVIDIA GPU Video Card Gamer,GIGABYTE,,,569.0,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/BGW6S2210290LFTDWBC.jpg,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,,835168002180
9SIASGMJNK0095,GIGABYTE GeForce GTX 1650 4GB GDDR5 PCI Express 3.0 x16 Low Profile Video Card GV-N1650OC-4GL,GIGABYTE,3.8,6,198.49,Special Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-241-V06.jpg,7680 x 4320,1 x DisplayPort 1.4D,,,GV-N1650OC-4GL
14-125-916,GIGABYTE GeForce GTX 1050 Ti 4GB GDDR5 PCI Express 3.0 x16 ATX Video Cards GV-N105TD5-4GD,AX Gaming,4.6,73,265.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-125-916-01.jpg,7680 x 4320,1 x DisplayPort 1.4D,,,GV-N105TD5-4GD
9SIBGW6J9Y3951,AX Gaming New RXT 3060TI X2W 8GB Graphics Card GDDR6 256bit 8Pin 8NM NVIDIA GPU Video Cards,EVGA,,,453.0,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/BGW6S2210290MW5PUBA.jpg,7680 x 4320,3 x DisplayPort 1.4a,1 x HDMI 2.1,,835168002203
9SIAS19JE74009,"EVGA GeForce RTX 3050 XC BLACK GAMING Video Card, 08G-P5-3551-KR, 8GB GDDR6, Dual-Fan",MSI,4.9,12,349.99,Special Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-487-556-V02.jpg,,3 x DisplayPort 1.4a,1 x HDMI 2.1,,08G-P5-3551-KR
14-137-738,MSI Radeon RX 6400 4GB GDDR6 PCI Express 4.0 Video Card RX 6400 AERO ITX 4G,,4,4,149.99,$3.99 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-137-738-V01.jpg,7680 x 4320,1 x DisplayPort 1.4a,1 x HDMI 2.1,,RX
14-131-792,PowerColor Fighter Radeon RX 6500 XT 4GB GDDR6 PCI Express 4.0 ATX Video Card AXRX 6500XT 4GBD6-DH/OC,PowerColor,4.1,8,169.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-131-792-01.jpg,,1 x DisplayPort 1.4H,1 x HDMI 2.1,,AXRX
9SIB821JF68501,ASUS TUF Gaming GeForce RTX 4080 16GB GDDR6X PCI Express 4.0 Video Card TUF-RTX4080-O16G-GAMING,ASUS,4.5,21,1699.0,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-126-598-10.jpg,7680 x 4320,3 x DisplayPort 1.4a,2 x HDMI 2.1,,TUF-RTX4080-O16G-GAMING
9SIAYE8JRY9613,Sapphire Pulse AMD Radeon RX 6700 XT Gaming 12GB GDDR6 HDMI / Triple DP (11306-02-20G),Sapphire Tech,4.5,17,729.97,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-202-400-01.jpg,7680 x 4320,,,,11306-02-20G
9SIARPHJJF1084,"GIGABYTE GeForce GTX 1660 OC 6G Graphics Card, 2 x WINDFORCE Fans, 6GB 192-Bit GDDR5, GV-N1660OC-6GD Video Card",GIGABYTE,4.4,54,196.9,$49.99 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-138-04.jpg,7680 x 4320,3 x DisplayPort 1.4H,1 x HDMI 2.0,,GV-N1660OC-6GD
9SIASGMJFS2845,"GIGABYTE GeForce GT 1030 Low Profile 2GB, GV-N1030D5-2GL",GIGABYTE,4.6,50,97.09,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-125-972-V01.jpg,,,1 x HDMI 2.0,,GV-N1030D5-2GL
14-126-570,ASUS GeForce GT 730 2GB GDDR5 PCI Express 2.0 Video Card GT730-4H-SL-2GD5,ASUS,,,89.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-126-570-V07.jpg,3840 x 2160,,4 x HDMI 1.4,,GT730-4H-SL-2GD5
